group,skill,status,bytes,description
rider-skills,refactoring-code,VISIBLE,5491,"Use when semantic refactoring is needed in Rider-supported solutions and projects, including .NET/C#, F#, VB, C++, Unity, Unreal Engine, XAML, Razor, and other GameDev or mixed-language projects. Trigger when edits must update declarations and usages across IDE-resolved references — rename symbols, move types or namespaces, safe-delete unused code, extract interface/base class/method, change signatures, or reorganize namespaces. Do not use for file-only moves, config keys, strings, comments, prose-only edits, generated output, or logic changes with unchanged names/signatures."
rider-skills,unreal-code-authoring,VISIBLE,24194,"Use when writing or modifying Unreal Engine C++ — classes, actors, components, subsystems, interfaces, ability-system (GAS) code, module dependencies, reflected UPROPERTY/UFUNCTION API, native gameplay tags, and testable gameplay behavior — in a project open in JetBrains Rider. Source changes go through Read/Grep/Glob/Edit/Write; Rider supplies symbol search, code analysis, formatting, and builds through its MCP execute_tool. Do not use for Blueprint-only tasks or editor automation with no C++ authoring."
rider-skills,unreal-live-debugging,VISIBLE,12001,"Use when debugging UE C++ crashes, runtime bugs, or unexpected behavior with Rider MCP available. Value over bash/grep: analyze_calls traces C++ call hierarchies (ReSharper backend); get_file_problems surfaces IDE-detected issues; get_symbol_info confirms API contracts; xdebug_set_breakpoint sets live breakpoints; ue_execute_python queries live PIE state. DO NOT TRIGGER for: pure build errors with no runtime component, net-new feature work, Blueprint-only work. When Rider MCP is unavailable, runs in reduced mode — Bash/Grep only, IDE diagnostics skipped."
rider-skills,unreal-test-authoring,VISIBLE,14802,"Use when writing or modifying Unreal Engine automated tests — Automation (IMPLEMENT_SIMPLE_AUTOMATION_TEST, DEFINE_SPEC), CQTest, Functional, Gauntlet, LowLevel/Catch2 — along with test modules and the Build.cs dependencies they need, in a project open in JetBrains Rider. Test source goes through Read/Grep/Glob/Edit/Write; Rider supplies symbol lookup for the API under test, registration and include diagnostics, formatting, and builds through its MCP tools. Do not use for Blueprint-only testing, or for diagnosing an existing test failure that needs no test code change."
epicgames-ue-skills,create-toolset,VISIBLE,24555,"Authoring or extending an Unreal Engine toolset: static AI-callable functions registered with ToolsetRegistry, exposed through the unreal-mcp server."
epicgames-ue-skills,unreal-mcp,VISIBLE,11041,"Live-editor MCP actions in Unreal Engine (unreal-mcp): change, query, or run project state. Not for conceptual or docs questions."
epicgames-ue-skills,unreal-skill,VISIBLE,6179,"Create, edit, or review Unreal Engine Agent Skill: named instruction bundle registered with unreal-mcp server (distinct from Claude Code harness skills)."
unrealxu-ue5-skills,unreal-auto-assistant,VISIBLE,3320,"UE5.6/5.7 assistant entry: Unreal question without named skill → auto-route to most precise UE5 skill + dedicated MCP tools."
unrealxu-ue5-skills,unreal-blueprint-workflow,VISIBLE,4895,"UE5.6/UE5.7 Blueprint graph workflow: input events, node wiring, graph validation, keyboard input, function chains, event graph edits, pin wiring."
unrealxu-ue5-skills,unreal-module-router,VISIBLE,1767,"Route UE5.6/5.7 questions to most precise skill via module names, aliases, intent keywords, layer context (RenderCore, AIModule, AssetRegistry)."
sipherxyz-universal-ue-skills,unreal-run-automation-tests,VISIBLE,3808,"运行 UE 自动化测试的正确方式——必须带 -unattended 旗标，结果从 Saved/Logs 解析，含 fixture 陷阱"
benoror-obsidianos-work,cache-notes,VISIBLE,9155,"Fetch & embed AI transcripts as Obsidian callouts. Args: <path>, all, refresh <path>. Prompts for URLs if empty."
benoror-obsidianos-work,fill-participants,VISIBLE,6534,"Resolve and fill Participants frontmatter + link unlinked names in body. Args: <path>, all."
benoror-obsidianos-work,meeting,VISIBLE,7428,"Create or wrap meeting notes. Args: {title} [folder=X], wrap <path>, wrap pending [today|this week|dates]. No args = pick from Google Calendar."
benoror-obsidianos-work,recap,VISIBLE,8933,"Produce a weekly/date-range recap from emails, Slack, Jira/Confluence, and vault notes. Args: [dates]. Default = this week."
kepano-obsidian-skills,json-canvas,BROKEN,6394,"Create/edit JSON Canvas (.canvas): nodes, edges, groups, connections. For .canvas files, mind maps, flowcharts, or Canvas in Obsidian."
kepano-obsidian-skills,obsidian-cli,VISIBLE,2946,"Interact with Obsidian vaults using the Obsidian CLI to read, create, search, and manage notes, tasks, properties, and more."
kepano-obsidian-skills,obsidian-markdown,BROKEN,5236,"Create/edit Obsidian Flavored Markdown: wikilinks, embeds, callouts, properties, frontmatter, tags. Use with .md files in Obsidian."
jykim-claude-obsidian-skills,obsidian-yaml-frontmatter,BROKEN,4985,"Manage YAML frontmatter properties: consistent formatting, property names, value types. For creating/updating frontmatter in markdown files."
clawic-marketplace,git-essentials,VISIBLE,7074,"Essential Git commands and workflows for version control, branching, and collaboration."
clawic-marketplace,skill-scaffold,VISIBLE,3463,"AI agent skill scaffolding CLI. Create skills for OpenClaw, Moltbot, Claude, Cursor, ChatGPT, Copilot instantly. Vibe-coding ready. MCP compatible."
clawic-marketplace,word-docx,VISIBLE,7648,"Create/inspect/edit Word DOCX: styles, numbering, tracked changes, fields, tables, templates, sections, compatibility, drift-free round-trip editing."
tobi-qmd,qmd,VISIBLE,4269,"Search vault notes by keyword or meaning. Args: <query>. Uses QMD (lex, vec, deep search)."
